name,place,population,muni_name,lat,lon
Torreorsina,hamlet,174.0,Terni,42.5734578,12.7355027
Vallemicero,hamlet,40.0,Terni,42.5840473,12.5795934
Villa Margine,hamlet,23.0,Terni,42.5791034,12.7457689
Vocabolo Lama,locality,,Terni,42.5433927,12.6901462
Vocabolo Pentima Alta,isolated_dwelling,,Terni,42.5599707,12.6790959
Vocabolo Pentima Bassa,isolated_dwelling,,Terni,42.5593415,12.6751623
Vocabolo Trevi,neighbourhood,,Terni,42.5846001,12.6768631
Volghe-Prisciano,hamlet,14.0,Terni,42.5760524,12.6901064
Asproli,hamlet,30.0,Todi,42.7468495,12.3484659
Brusco,hamlet,19.0,Todi,42.825659,12.3966494
Cacciano,hamlet,34.0,Todi,42.8483933,12.4262106
Camerata,hamlet,84.0,Todi,42.7029232,12.3817857
Casaciottoli,hamlet,1.0,Todi,42.8108254,12.373372
Case Basse,hamlet,13.0,Todi,42.8054901,12.3964327
Casemasce,hamlet,105.0,Todi,42.7556553,12.3082799
Cecanibbi,hamlet,28.0,Todi,42.8128882,12.3713609
Chioano,hamlet,42.0,Todi,42.7764083,12.4570923
Colvalenza,village,759.0,Todi,42.7460962,12.4853374
Colvalenza Palombara,hamlet,101.0,Todi,42.7499429,12.4593966
Cordigliano,isolated_dwelling,,Todi,42.7689503,12.337505
Crispiano,hamlet,,Todi,42.7029319,12.4047258
Due Santi,village,307.0,Todi,42.8167317,12.4460116
Fiore,hamlet,33.0,Todi,42.7498868,12.3912925
Frontignano,hamlet,19.0,Todi,42.848287,12.4489816
Ilci,hamlet,111.0,Todi,42.8398998,12.4133467
Izzalini,hamlet,58.0,Todi,42.7340264,12.3680104
La Foca,hamlet,14.0,Todi,42.699282,12.3817558
Loreto,hamlet,24.0,Todi,42.8405281,12.4593907
Lorgnano,hamlet,14.0,Todi,42.8320515,12.461911
Maniciotti,hamlet,10.0,Todi,42.8305382,12.4057437
Monte Latrone,neighbourhood,92.0,Todi,42.7716691,12.4357885
Montelupino,hamlet,103.0,Todi,42.7736526,12.3891503
Montemolino,hamlet,34.0,Todi,42.8276329,12.3719527
Montenero,hamlet,54.0,Todi,42.7191293,12.4444538
Monticello,hamlet,18.0,Todi,42.7962244,12.4798518
Pantalla,village,1377.0,Todi,42.8749005,12.4066435
Pesciano,hamlet,34.0,Todi,42.6963006,12.4285308
Petroro,hamlet,,Todi,42.8207137,12.4730408
Pian di Porto,neighbourhood,,Todi,42.8140607,12.4055739
Pian di San Martino,hamlet,238.0,Todi,42.8024241,12.3927224
Ponte,hamlet,225.0,Todi,42.7760508,12.3692733
Pontecuti,hamlet,100.0,Todi,42.7810245,12.3752639
Pontenaia,hamlet,30.0,Todi,42.765239,12.4121814
Ponterio,neighbourhood,,Todi,42.7997334,12.4088621
Ponterio-Pian di Porto,village,1755.0,Todi,42.8079938,12.4078496
Porchiano,hamlet,20.0,Todi,42.7571623,12.3629249
Porzone,hamlet,21.0,Todi,42.7074236,12.3864763
Quadro,hamlet,19.0,Todi,42.7808145,12.3148595
Ripaioli,hamlet,17.0,Todi,42.8622256,12.4169878
Romazzano,hamlet,50.0,Todi,42.7378833,12.3881081
Rosceto,hamlet,55.0,Todi,42.733368,12.4819109
San Benigno,hamlet,279.0,Todi,42.7646057,12.438619
San Damiano,hamlet,11.0,Todi,42.8057664,12.4673622
San Sisto,hamlet,12.0,Todi,42.766675,12.3704265
San Valentino,hamlet,19.0,Todi,42.8248098,12.3922311
Stazione Ponte Naia,hamlet,10.0,Todi,42.7698565,12.4173349
Stazione Ponte Rio,hamlet,9.0,Todi,42.7899604,12.4172383
Tevere morto,locality,,Todi,42.7841925,12.3748176
Torre Bertona,hamlet,1.0,Todi,42.7965077,12.3845757
Torrececcona,hamlet,31.0,Todi,42.773858,12.4855715
Torregentile,hamlet,,Todi,42.7260989,12.39926
Torreluca,hamlet,25.0,Todi,42.7456566,12.3173883
Torrerosa,hamlet,27.0,Todi,42.7807148,12.3584061
Torresquadrata,hamlet,121.0,Todi,42.7575278,12.4477517
Torrevecchia,hamlet,26.0,Todi,42.8055419,12.388301
Torriola,hamlet,30.0,Todi,42.8022495,12.3835409
Vasciano,hamlet,149.0,Todi,42.7390854,12.4192828
Brufa,village,939.0,Torgiano,43.0591647,12.4746436
Bufaloro,neighbourhood,26.0,Torgiano,43.0207137,12.4173406
Cittadella,hamlet,41.0,Torgiano,43.0140006,12.4377509
Ferriera,hamlet,112.0,Torgiano,43.0868266,12.4494492
Fornaci,village,625.0,Torgiano,43.0143542,12.4227049
Miralduolo,hamlet,242.0,Torgiano,43.0599109,12.4416056
Miralduolo Zona Industriale,hamlet,108.0,Torgiano,43.0636552,12.4479213
Olmone,neighbourhood,15.0,Torgiano,43.0315085,12.4308632
Pescara,hamlet,218.0,Torgiano,43.0183737,12.4141716
Pontenuovo,neighbourhood,235.0,Torgiano,43.0104553,12.4322161
Signoria,hamlet,312.0,Torgiano,43.0221479,12.4635814
Torgiano,village,2850.0,Torgiano,43.028542,12.44136
Alvanischio,hamlet,,Trevi,42.8617591,12.7547085
Borgo di Trevi,neighbourhood,,Trevi,42.8748618,12.7367215
Bovara,suburb,,Trevi,42.8609449,12.7494209
Cannaiola,village,805.0,Trevi,42.8645807,12.7129305
Casco dell'Acqua,hamlet,90.0,Trevi,42.9029027,12.7064583
Castellina,hamlet,,Trevi,42.8653113,12.750201
Castellina,hamlet,,Trevi,42.8824392,12.7437043
Corciano,neighbourhood,,Trevi,42.8529309,12.7499986
Coste,hamlet,83.0,Trevi,42.886478,12.7720339
Coste San Paolo,hamlet,11.0,Trevi,42.8763915,12.7741475
Falcione,isolated_dwelling,,Trevi,42.8562733,12.7633418
I Camponi,isolated_dwelling,,Trevi,42.8581493,12.7617413
Il Colle,hamlet,21.0,Trevi,42.8960912,12.7785129
La Scuola,hamlet,7.0,Trevi,42.9083978,12.7640636
La Valle,hamlet,14.0,Trevi,42.8952896,12.7757247
Le Casette,isolated_dwelling,,Trevi,42.8937492,12.8047747
Le Corone,hamlet,22.0,Trevi,42.9157064,12.7662082
Località Le Piatte,locality,,Trevi,42.8536981,12.7612286
Manciano,hamlet,64.0,Trevi,42.9066305,12.7592452
Marroggia,hamlet,31.0,Trevi,42.8484113,12.7437678
Matigge,neighbourhood,,Trevi,42.898451,12.7287109
Parrano,hamlet,,Trevi,42.8812828,12.7400694
Picciche,hamlet,249.0,Trevi,42.8472503,12.7003833
Pietrarossa,neighbourhood,,Trevi,42.8877468,12.7267419
Pigge,village,478.0,Trevi,42.8513632,12.7538603
Ponze,hamlet,,Trevi,42.9203577,12.7985664
Rio Secco,locality,,Trevi,42.8916682,12.8219611
San Donato,hamlet,31.0,Trevi,42.8971854,12.745853
San Lorenzo,hamlet,88.0,Trevi,42.8485949,12.7188786
San Pietro a Pettine,hamlet,15.0,Trevi,42.8867143,12.7446799
Santa Maria in Valle,village,619.0,Trevi,42.8908639,12.7451051
Trevi,village,4702.0,Trevi,42.8774972,12.7474547
Borghetto,village,249.0,Tuoro sul Trasimeno,43.1868695,12.0239291
Borgio Torale,isolated_dwelling,,Tuoro sul Trasimeno,43.2107154,12.10924
Ca Diciano,isolated_dwelling,,Tuoro sul Trasimeno,43.2044622,12.049073
Casale Fabbriche,isolated_dwelling,,Tuoro sul Trasimeno,43.2296332,12.1103019
Casale Tassinale,isolated_dwelling,,Tuoro sul Trasimeno,43.2253064,12.112303
Case Vecchie,hamlet,,Tuoro sul Trasimeno,43.2509389,12.0481494
Castelonchio,hamlet,9.0,Tuoro sul Trasimeno,43.2121786,12.0891401
Farneto,locality,,Tuoro sul Trasimeno,43.2391038,12.0623452
Fontanicchio,locality,,Tuoro sul Trasimeno,43.2355905,12.0437051
Fonte Sant'Angelo,hamlet,8.0,Tuoro sul Trasimeno,43.200714,12.0469156
Giardino,hamlet,,Tuoro sul Trasimeno,43.2166773,12.0936671
Isola Maggiore,hamlet,23.0,Tuoro sul Trasimeno,43.176913,12.0897282
La Cima,hamlet,33.0,Tuoro sul Trasimeno,43.2276405,12.0904184
La Fonte,neighbourhood,63.0,Tuoro sul Trasimeno,43.2049424,12.0848978
Macerone,hamlet,15.0,Tuoro sul Trasimeno,43.198741,12.0697657
Montecchio,hamlet,40.0,Tuoro sul Trasimeno,43.2013983,12.0317502
Pieve Confini,hamlet,95.0,Tuoro sul Trasimeno,43.1998502,12.057104
Sanguineto,hamlet,33.0,Tuoro sul Trasimeno,43.2180847,12.0531769
Toci,locality,,Tuoro sul Trasimeno,43.2493213,12.0499304
Torraccia,hamlet,17.0,Tuoro sul Trasimeno,43.2233142,12.0648388
Tuoro sul Trasimeno,village,2223.0,Tuoro sul Trasimeno,43.2068477,12.0746146
Vernazzano alto,hamlet,,Tuoro sul Trasimeno,43.2182516,12.1031928
Vernazzano Basso,hamlet,268.0,Tuoro sul Trasimeno,43.2065707,12.0979421
via ritorta,locality,,Tuoro sul Trasimeno,43.2093747,12.0724301
Volpaie,hamlet,,Tuoro sul Trasimeno,43.2478447,12.0523014
Andria,isolated_dwelling,,Umbertide,43.304672,12.2122024
Borgo Baraglia,neighbourhood,,Umbertide,43.289947,12.355054
C. Spicchio,isolated_dwelling,,Umbertide,43.2303638,12.2718358
C.se Caicocci,isolated_dwelling,,Umbertide,43.2616046,12.2692394
Calamanna,locality,,Umbertide,43.2579011,12.2913516
Calzolaro,village,374.0,Umbertide,43.346275,12.2233459
Capanne,locality,,Umbertide,43.2450757,12.3555931
Casella,isolated_dwelling,,Umbertide,43.2294316,12.2802472
Cioccolanti,hamlet,55.0,Umbertide,43.3306201,12.3012671
Comunaglia,hamlet,20.0,Umbertide,43.3361075,12.2357828
Fassinaie,isolated_dwelling,,Umbertide,43.2347646,12.2816688
Galera,locality,,Umbertide,43.2551203,12.3147823
i Balconcelli,isolated_dwelling,,Umbertide,43.2711202,12.2903967
i Cercelli,locality,,Umbertide,43.2484303,12.3061171
La Migianella dei Marchesi,hamlet,,Umbertide,43.2910284,12.2733581
La Mita,hamlet,17.0,Umbertide,43.2985835,12.2207782
le Case,isolated_dwelling,,Umbertide,43.2198899,12.289077
le Casuccie,isolated_dwelling,,Umbertide,43.2348018,12.2957075
Le Racchiusole,locality,,Umbertide,43.2347295,12.2624373
Marcagnano,locality,,Umbertide,43.2535566,12.2928965
Molino Vitelli,hamlet,43.0,Umbertide,43.3164737,12.2662972
Montacuto,isolated_dwelling,,Umbertide,43.2738113,12.3110685
Montecastelli,village,338.0,Umbertide,43.3396094,12.2953099
Montecastelli Uno,neighbourhood,121.0,Umbertide,43.345709,12.2892755
Montecastro,isolated_dwelling,,Umbertide,43.2725204,12.2910029
Montemigiano,hamlet,,Umbertide,43.3272268,12.2802917
Niccone,hamlet,292.0,Umbertide,43.3209076,12.2963831
Olivello,isolated_dwelling,,Umbertide,43.2379654,12.2864914
Osteria,isolated_dwelling,,Umbertide,43.2702803,12.3133429
Pian d'Assino,hamlet,75.0,Umbertide,43.2964052,12.367602
Pian di Nese,isolated_dwelling,,Umbertide,43.2394739,12.3088395
Pierantonio,village,916.0,Umbertide,43.2642379,12.3910891
Polgeto,hamlet,5.0,Umbertide,43.2871961,12.3020611
Ponte Nese,locality,,Umbertide,43.2373636,12.3166341
Preggio,hamlet,67.0,Umbertide,43.2421299,12.2230585
Ranchi,neighbourhood,,Umbertide,43.3525804,12.2513624
S. Bartolomeo,isolated_dwelling,,Umbertide,43.2560961,12.272222
Santa Giuliana,hamlet,,Umbertide,43.2549714,12.3515414
Spedalicchio,hamlet,135.0,Umbertide,43.3051005,12.2372364
Verna,village,714.0,Umbertide,43.3538312,12.2409325
Borgo Le Case,isolated_dwelling,,Valfabbrica,43.2097722,12.6861617
Capanne Alte,isolated_dwelling,,Valfabbrica,43.1541073,12.6218212
Capanne Basse,isolated_dwelling,,Valfabbrica,43.1532346,12.6170683
Casacastalda,village,549.0,Valfabbrica,43.1969529,12.6479765
Collemincio,hamlet,5.0,Valfabbrica,43.1736517,12.6845195
Giomici,hamlet,9.0,Valfabbrica,43.1931136,12.611119
La Barcaccia,locality,,Valfabbrica,43.1804167,12.6095427
Monte Villano Alto,hamlet,,Valfabbrica,43.1354922,12.5934595
Monte Villano Basso,hamlet,,Valfabbrica,43.1399038,12.5978905
Monteverde,hamlet,44.0,Valfabbrica,43.1640067,12.5623766
Pian dell'Abate,hamlet,,Valfabbrica,43.2040438,12.6586063
Poggio San Dionisio,hamlet,62.0,Valfabbrica,43.168147,12.615862
San Donato,hamlet,18.0,Valfabbrica,43.1510822,12.6340197
Sospertole,hamlet,27.0,Valfabbrica,43.2054301,12.6686796
Valfabbrica,village,1489.0,Valfabbrica,43.1588972,12.600896
Geppa,hamlet,10.0,Vallo di Nera,42.7604712,12.850813
Meggiano,hamlet,62.0,Vallo di Nera,42.8017029,12.8634245
Montefiorello,hamlet,12.0,Vallo di Nera,42.7858045,12.8524771
Paterno,hamlet,15.0,Vallo di Nera,42.7756527,12.8611085
Piedilacosta,hamlet,12.0,Vallo di Nera,42.8056895,12.8627526
Piedipaterno,hamlet,107.0,Vallo di Nera,42.7693988,12.8627714
Rocca Gelli,locality,,Vallo di Nera,42.791996,12.8738209
Vallo di Nera,village,113.0,Vallo di Nera,42.7546212,12.8637598
Balciano,hamlet,28.0,Valtopina,43.0832692,12.7410808
Ca' Rosaia,hamlet,27.0,Valtopina,43.0755864,12.7657404
Casa Tommaso,hamlet,15.0,Valtopina,43.0664811,12.7438984
Colfulignato,hamlet,6.0,Valtopina,43.0910469,12.7372875
Fosso della Ghianda,hamlet,13.0,Valtopina,43.0402946,12.7521798
Gallano,hamlet,,Valtopina,43.0323803,12.7802078
Giove,hamlet,34.0,Valtopina,43.0814783,12.775591
Il Barco,locality,,Valtopina,43.0822008,12.7352909
La Croce,locality,,Valtopina,43.0657732,12.7275768
L'Opera Pia,hamlet,22.0,Valtopina,43.0287369,12.7696759
Ponterio,hamlet,73.0,Valtopina,43.072168,12.7599768
Sasso,hamlet,,Valtopina,43.0510635,12.7812046
Solvea,locality,,Valtopina,43.0692733,12.7205232
Valtopina,village,611.0,Valtopina,43.0582825,12.7546565
