# Dataset: Stradario regione Umbria Sept 2025;;;
# Source: https://www.anncsu.gov.it/it/consultazione-dellarchivio/open-data/Accedi-ai-servizi-di-dowload-massivo-in-Open-data/;;;
name;ID;locality;municipality
VOCABOLO OLIVETO;689876;LUGNANO;Città di Castello
VOCABOLO OLMITELLO;689243;VINGONE;Città di Castello
VOCABOLO OLMO;689244;SAN LEO BASTIA;Città di Castello
VOCABOLO ORSAIA SERIPOLE;690236;;Città di Castello
VOCABOLO ORTALE PIEVE DELLE ROSE;690237;;Città di Castello
VOCABOLO ORTOLANO;689877;GARAVELLE;Città di Castello
VOCABOLO OSPEDALE;689878;VALDIPETRINA;Città di Castello
VOCABOLO OSPEDALICCHIO CANOSCIO;689246;;Città di Castello
VOCABOLO OSPEDALICCHIO CERBARA;689247;;Città di Castello
VOCABOLO OSTERIA;689846;SAN ZENO A POGGIO;Città di Castello
VOCABOLO PAGANO SAN SAVINO;689249;;Città di Castello
VOCABOLO PAGINO;689250;CANDEGGIO;Città di Castello
VOCABOLO PAGINO ASTUCCI;690086;;Città di Castello
VOCABOLO PAGLIANO;689761;CANDEGGIO;Città di Castello
VOCABOLO PALARA;689879;COLLEVECCHIO;Città di Castello
VOCABOLO PALAZZACCIO FONTECCHIO;689251;;Città di Castello
VOCABOLO PALAZZETTO;689252;SAN PIETRO A MONTE;Città di Castello
VOCABOLO PALAZZETTO BONSCIANO;690088;;Città di Castello
VOCABOLO PALAZZETTO CANDEGGIO;690089;;Città di Castello
VOCABOLO PALAZZETTO CELLE;690090;;Città di Castello
VOCABOLO PALAZZETTO COLDIPOZZO;690091;;Città di Castello
VOCABOLO PALAZZETTO CROCE DI CASTIGLIONE;690092;;Città di Castello
VOCABOLO PALAZZETTO FIUME;690093;;Città di Castello
VOCABOLO PALAZZETTO FONTECCHIO;690094;;Città di Castello
VOCABOLO PALAZZETTO GALLIANO;690103;;Città di Castello
VOCABOLO PALAZZETTO LERCHI;690095;;Città di Castello
VOCABOLO PALAZZETTO LUGNANO;690096;;Città di Castello
VOCABOLO PALAZZETTO MELTINA;690097;;Città di Castello
VOCABOLO PALAZZETTO POPOLO;690098;;Città di Castello
VOCABOLO PALAZZETTO PRIMO BISACCHI;689253;;Città di Castello
VOCABOLO PALAZZETTO PRIMO GRATICOLE;690087;;Città di Castello
VOCABOLO PALAZZETTO PRIMO NUVOLE;690104;;Città di Castello
VOCABOLO PALAZZETTO PRIMO USERNA;690105;;Città di Castello
VOCABOLO PALAZZETTO ROCCAGNANO;690099;;Città di Castello
VOCABOLO PALAZZETTO SAN MAIANO;690100;;Città di Castello
VOCABOLO PALAZZETTO SAN MARTIN D'UPO';690101;;Città di Castello
VOCABOLO PALAZZETTO SECONDO BISACCHI;690106;;Città di Castello
VOCABOLO PALAZZETTO SECONDO GRATICOLE;689254;;Città di Castello
VOCABOLO PALAZZETTO SECONDO NUVOLE;690107;;Città di Castello
VOCABOLO PALAZZETTO SECONDO USERNA;690108;;Città di Castello
VOCABOLO PALAZZETTO VALDIPETRINA;690102;;Città di Castello
VOCABOLO PALAZZINA COLDIPOZZO;690109;;Città di Castello
VOCABOLO PALAZZINA FIUME;690110;;Città di Castello
VOCABOLO PALAZZINA MELTINA;690111;;Città di Castello
VOCABOLO PALAZZINA MUCCIGNANO;689255;;Città di Castello
VOCABOLO PALAZZINA POPOLO;690112;;Città di Castello
VOCABOLO PALAZZINA PRIMA;689880;SAN PATERNIANO;Città di Castello
VOCABOLO PALAZZINA USERNA;690113;;Città di Castello
VOCABOLO PALAZZINA ZOCCOLANTI;690114;;Città di Castello
VOCABOLO PALAZZO ANTIRATA;690117;;Città di Castello
VOCABOLO PALAZZO BARZOTTI;690118;;Città di Castello
VOCABOLO PALAZZO BONSCIANO;690119;;Città di Castello
VOCABOLO PALAZZO CANOSCIO;690120;;Città di Castello
VOCABOLO PALAZZO CASTELVECCHIO;689256;;Città di Castello
VOCABOLO PALAZZO CELLE;690121;;Città di Castello
VOCABOLO PALAZZO CERBARA;690123;;Città di Castello
VOCABOLO PALAZZO CROCE DI CASTIGLIONE;690122;;Città di Castello
VOCABOLO PALAZZO DEL CUCCO;689768;CANDEGGIO;Città di Castello
VOCABOLO PALAZZO DI BEO;689257;BADIA DI PETROIA;Città di Castello
VOCABOLO PALAZZO DI CARLO;689258;VALDIPETRINA;Città di Castello
VOCABOLO PALAZZO FONTECCHIO;690124;;Città di Castello
VOCABOLO PALAZZO GADDI;689259;CERBARA;Città di Castello
VOCABOLO PALAZZO LERCHI;690125;;Città di Castello
VOCABOLO PALAZZO LUGNANO;690126;;Città di Castello
VOCABOLO PALAZZO MONTEMAGGIORE;690115;;Città di Castello
VOCABOLO PALAZZO PETRELLE;690127;;Città di Castello
VOCABOLO PALAZZO PRIMO;689260;RIOSECCO;Città di Castello
VOCABOLO PALAZZO PRIMO PIEVE DELLE ROSE;690238;;Città di Castello
VOCABOLO PALAZZO ROCCAGNANO;690128;;Città di Castello
VOCABOLO PALAZZO SAN LEO BASTIA;690131;;Città di Castello
VOCABOLO PALAZZO SAN SAVINO;690116;;Città di Castello
VOCABOLO PALAZZO SECONDO;689261;RIOSECCO;Città di Castello
VOCABOLO PALAZZO VALDIPETRINA;690129;;Città di Castello
VOCABOLO PALAZZO VINGONE;690130;;Città di Castello
VOCABOLO PALAZZOLA SASSO;690307;;Città di Castello
VOCABOLO PALAZZOLA TRESTINA;689666;;Città di Castello
VOCABOLO PALAZZOLO SANTA LUCIA;689262;;Città di Castello
VOCABOLO PALAZZOLO VOLTERRANO;690282;;Città di Castello
VOCABOLO PALAZZONE CORNETTO;690133;;Città di Castello
VOCABOLO PALAZZONE LUGNANO;689263;;Città di Castello
VOCABOLO PALAZZONE SAN VITTORINO;690132;;Città di Castello
VOCABOLO PALAZZOTTO;689264;COLDIPOZZO;Città di Castello
VOCABOLO PALAZZOTTO PRIMO;689265;CANDEGGIO;Città di Castello
VOCABOLO PALAZZOTTO SECONDO;689752;CANDEGGIO;Città di Castello
VOCABOLO PALAZZUOLA;689266;COLDIPOZZO;Città di Castello
VOCABOLO PALAZZUOLO;689881;SCALOCCHIO;Città di Castello
VOCABOLO PALMOLARA;689882;PASSERINA;Città di Castello
VOCABOLO PAMPANANO;689268;BIVIO DI LUGNANO;Città di Castello
VOCABOLO PANAIOLA;689883;SAN PIETRO A MONTE;Città di Castello
VOCABOLO PANCIANO;689269;SAN LORENZO BIBBIANA;Città di Castello
VOCABOLO PANFILI;689270;SAN LORENZO BIBBIANA;Città di Castello
VOCABOLO PANICALE;689271;;Città di Castello
VOCABOLO PANICALE DI MEZZO;689272;BADIALI;Città di Castello
VOCABOLO PANICALE DI SOTTO;689273;BADIALI;Città di Castello
VOCABOLO PANTANELLA;689274;VINGONE;Città di Castello
VOCABOLO PANTANO;689275;RIOSECCO;Città di Castello
VOCABOLO PAOLERA;689276;VALDIPETRINA;Città di Castello
VOCABOLO PAOLOTTO SERIPOLE;690239;;Città di Castello
VOCABOLO PARIANO SAN MAIANO;690134;;Città di Castello
VOCABOLO PARIANO SANTA LUCIA;689280;;Città di Castello
VOCABOLO PARIGINA;689281;BONSCIANO;Città di Castello
VOCABOLO PASSERINA;689283;PASSERINA;Città di Castello
VOCABOLO PASSERINA SECONDA;689284;PASSERINA;Città di Castello
VOCABOLO PATERNA;689285;VALLURBANA;Città di Castello
VOCABOLO PATRIARCHI;689286;FELCETO;Città di Castello
VOCABOLO PAVA;689287;PETRELLE;Città di Castello
VOCABOLO PECORELLA SAN DONINO;689288;;Città di Castello
VOCABOLO PEGLIO SAN MARTIN D'UPO';690302;;Città di Castello
VOCABOLO PELCAPRUME;689289;SANTO STEFANO DEL PIANO;Città di Castello
VOCABOLO PELUCCA;689290;MORRA;Città di Castello
VOCABOLO PETERTE PIEVE DELLE ROSE;690240;;Città di Castello
VOCABOLO PETORNACE BOTINA;690241;;Città di Castello
VOCABOLO PETRAIA;689291;VOLTERRANO;Città di Castello
VOCABOLO PETRAIA DI SOTTO;689884;VOLTERRANO;Città di Castello
VOCABOLO PETRARA FONTECCHIO;690242;;Città di Castello
VOCABOLO PETRARA MONTEMAGGIORE;690276;;Città di Castello
VOCABOLO PETRELLE;689292;PETRELLE;Città di Castello
VOCABOLO PETRICCI;689293;MONTEMAGGIORE;Città di Castello
VOCABOLO PETRIOLO;689294;SAN ZENO A POGGIO;Città di Castello
VOCABOLO PETROIA;689295;USERNA;Città di Castello
VOCABOLO PETTINARA PROMANO;689296;;Città di Castello
VOCABOLO PETTINARA USERNA;690135;;Città di Castello
VOCABOLO PIAGGE;689297;TRESTINA;Città di Castello
VOCABOLO PIAGGIA;689298;;Città di Castello
VOCABOLO PIAN DEI BRUSCI;689299;BIVIO DI LUGNANO;Città di Castello
VOCABOLO PIAN DELLA VOLLA;689868;MONTEMAGGIORE;Città di Castello
VOCABOLO PIANA;690297;VALDIPETRINA;Città di Castello
VOCABOLO PIANACCE;689300;VALDIPETRINA;Città di Castello
VOCABOLO PIANACCIA SCALOCCHIO;690277;;Città di Castello
VOCABOLO PIANACCIA SOMOLE;690243;;Città di Castello
VOCABOLO PIANAIOLE;689885;CAIFIRENZE;Città di Castello
VOCABOLO PIANAZZOLE;689301;VOLTERRANO;Città di Castello
VOCABOLO PIANDAIOLA;689869;MUCCIGNANO;Città di Castello
VOCABOLO PIANDANA DI SOPRA;689302;COLDIPOZZO;Città di Castello
VOCABOLO PIANDANA DI SOTTO;689303;COLDIPOZZO;Città di Castello
VOCABOLO PIANDONICA;689886;FRACCANO;Città di Castello
VOCABOLO PIANGIOVANNI;689756;CANDEGGIO;Città di Castello
VOCABOLO PICCHETTO;689305;NUVOLE;Città di Castello
VOCABOLO PIERANTONIO;689791;COLDIPOZZO;Città di Castello
VOCABOLO PIERATTI;689307;ANTIRATA;Città di Castello
VOCABOLO PIETRAIA;689310;RONTI;Città di Castello
VOCABOLO PIETRE MORTE;689832;BADIA DI PETROIA;Città di Castello
VOCABOLO PIEVE ANTIRATA;690136;;Città di Castello
VOCABOLO PIEVE CANOSCIO;689317;;Città di Castello
VOCABOLO PIEVE DELLE ROSE;689318;;Città di Castello
VOCABOLO PINCARDINO;689320;CASTELVECCHIO;Città di Castello
VOCABOLO PINCO;689867;MONTEMAGGIORE;Città di Castello
VOCABOLO PINO;689321;;Città di Castello
VOCABOLO PINO DI SOTTO;689322;PETRELLE;Città di Castello
VOCABOLO PIO NONO;689323;SAN MAIANO;Città di Castello
VOCABOLO PIOSINA SECONDA;689324;PIOSINA;Città di Castello
VOCABOLO PIOTTI;689325;CORNETTO;Città di Castello
VOCABOLO PISTELLI;689326;BADIALI;Città di Castello
VOCABOLO PISTRINO;689327;SAN ZENO A POGGIO;Città di Castello
VOCABOLO PITOCCA SERIPOLE;690245;;Città di Castello
VOCABOLO PODERE;689945;SAN PATERNIANO;Città di Castello
VOCABOLO PODERINA ASTUCCI;690137;;Città di Castello
VOCABOLO PODERINA CELLE;690138;;Città di Castello
VOCABOLO PODERINA FALERNO;689329;;Città di Castello
VOCABOLO PODERINA SASSO;690139;;Città di Castello
VOCABOLO PODERNUOVO;689330;PONTE D'AVORIO;Città di Castello
VOCABOLO PODERNUOVO CELLE;690140;;Città di Castello
VOCABOLO PODERNUOVO CERBARA;690141;;Città di Castello
VOCABOLO PODERNUOVO CORNETTO;690142;;Città di Castello
VOCABOLO PODERNUOVO GIOVE;690143;;Città di Castello
VOCABOLO PODERNUOVO LERCHI;690144;;Città di Castello
VOCABOLO PODERNUOVO PRIMO;689331;RIOSECCO;Città di Castello
VOCABOLO PODERNUOVO SAN DONINO;690145;;Città di Castello
VOCABOLO PODERNUOVO SECONDO;689888;RIOSECCO;Città di Castello
VOCABOLO POGGIO;689077;SAN ZENO A POGGIO;Città di Castello
VOCABOLO POGGIOCO;689332;MORRA;Città di Castello
VOCABOLO POLVANO;689889;VALDIPETRINA;Città di Castello
VOCABOLO PONTE;689336;GALLIANO;Città di Castello
VOCABOLO PONTE D'AVORIO;689337;PONTE D'AVORIO;Città di Castello
VOCABOLO PONTE PINO;689338;ASTUCCI;Città di Castello
VOCABOLO PONTE RIPOLE;689339;RIPOLE;Città di Castello
VOCABOLO PONTEGARBO;689340;VALLURBANA;Città di Castello
VOCABOLO POPOLO;689341;POPOLO;Città di Castello
VOCABOLO PORCARECCIA;689342;BONSCIANO;Città di Castello
VOCABOLO PORCELLI;689343;VOLTERRANO;Città di Castello
VOCABOLO POZIO FONTECCHIO;690246;;Città di Castello
VOCABOLO POZZALE DI SOPRA;689345;USERNA;Città di Castello
VOCABOLO POZZALE DI SOTTO;689346;USERNA;Città di Castello
VOCABOLO POZZUOLO LUGNANO;689347;;Città di Castello
VOCABOLO POZZUOLO VALLURBANA;690146;;Città di Castello
VOCABOLO PRATACCI LERCHI;690147;;Città di Castello
VOCABOLO PRATACCI UPPIANO;689348;;Città di Castello
VOCABOLO PRATALE SEANO;689662;;Città di Castello
VOCABOLO PRATELLI;689349;BADIALI;Città di Castello
VOCABOLO PRATI SAN GIOVANNI VIGNOLLE;690247;;Città di Castello
VOCABOLO PROMANACCIO;689350;FELCETO;Città di Castello
VOCABOLO PROMANO;689351;PROMANO;Città di Castello
VOCABOLO PUGLIARA;689352;PROMANO;Città di Castello
VOCABOLO PUGLIARA BONSCIANO;690148;;Città di Castello
VOCABOLO PUGLIAROLA;689353;BONSCIANO;Città di Castello
VOCABOLO PULCIARATI;689354;CERBARA;Città di Castello
VOCABOLO PULCINO;689355;LERCHI;Città di Castello
VOCABOLO PURGO;689356;SAN MAIANO;Città di Castello
VOCABOLO QUARATA SANT'ILARIO;689357;;Città di Castello
VOCABOLO QUILANO;689892;SAN PIETRO A MONTE;Città di Castello
VOCABOLO RAGGI;689362;ASTUCCI;Città di Castello
VOCABOLO RAGNO;689866;MONTEMAGGIORE;Città di Castello
VOCABOLO RAMAIOLI DI SOPRA;689363;COLDIPOZZO;Città di Castello
VOCABOLO RAMAIOLI DI SOTTO;689364;COLDIPOZZO;Città di Castello
VOCABOLO RAMPICONE;689893;ANTIRATA;Città di Castello
VOCABOLO RANCALE;689365;CASTELVECCHIO;Città di Castello
VOCABOLO RANCHI;689366;SAN SECONDO;Città di Castello
VOCABOLO RANCHI DE LUCA;689367;COLLEVECCHIO;Città di Castello
VOCABOLO RANCHITOSCO;689825;ANTIRATA;Città di Castello
VOCABOLO RANCIONI;689847;SAN ZENO A POGGIO;Città di Castello
VOCABOLO RANCO AI COLLI;689369;COLDIPOZZO;Città di Castello
VOCABOLO RANCO BARZOTTI;690149;;Città di Castello
VOCABOLO RANCO MONTEMAGGIORE;689368;;Città di Castello
VOCABOLO RANCOLUNGO;689370;PETRELLE;Città di Castello
VOCABOLO RANCOMORELLO SOMOLE;690248;;Città di Castello
VOCABOLO RANCONI MARCHIGLIANO;690249;;Città di Castello
VOCABOLO RANCONUOVO;689940;PIOSINA;Città di Castello
VOCABOLO RANCONUOVO SECONDO;689887;PIOSINA;Città di Castello
VOCABOLO RANZOLA;689371;SAN PIETRO A MONTE;Città di Castello
VOCABOLO RAPARO;689372;VINGONE;Città di Castello
VOCABOLO RAVE';689894;VALDIPETRINA;Città di Castello
VOCABOLO RE MAGI SAN MARTIN D'UPO';689373;;Città di Castello
VOCABOLO REGGHIARINA;689374;FALERNO;Città di Castello
VOCABOLO REGGHIELLO;689375;GIOVE;Città di Castello
VOCABOLO REGGHIONE;689376;BADIALI;Città di Castello
VOCABOLO REGNANO PRIMO;689064;REGNANO;Città di Castello
VOCABOLO REGNANO QUARTO;689087;;Città di Castello
VOCABOLO REGNANO SECONDO;689070;REGNANO;Città di Castello
VOCABOLO REGNANO TERZO;689895;REGNANO;Città di Castello
VOCABOLO RENACCI;689377;PASSERINA;Città di Castello
VOCABOLO RENZOLINO;689379;CELLE;Città di Castello
VOCABOLO RIBUTIO;689896;SAN PATERNIANO;Città di Castello
VOCABOLO RIBUTIO PRIMO;689065;SAN PATERNIANO;Città di Castello
VOCABOLO RIBUTIO SECONDO;689891;POPOLO;Città di Castello
VOCABOLO RICCI;689897;CASTELVECCHIO;Città di Castello
VOCABOLO RICCIO CROCE DI CASTIGLIONE;689381;;Città di Castello
VOCABOLO RICCIO SERIPOLE;690250;;Città di Castello
VOCABOLO RIGUCCIO;689848;SAN ZENO A POGGIO;Città di Castello
VOCABOLO RIMONDETO;689382;PONTE D'AVORIO;Città di Castello
VOCABOLO RIPA;689100;VALDIPETRINA;Città di Castello
VOCABOLO RIPETTA PRIMO;689066;MONTESCA;Città di Castello
VOCABOLO RIPOLE;689383;RIPOLE;Città di Castello
VOCABOLO ROCCA;689387;BISACCHI;Città di Castello
VOCABOLO ROCCA SAN LORENZO BIBBIANA;690150;;Città di Castello
VOCABOLO ROCCAGNANO;689388;ROCCAGNANO;Città di Castello
VOCABOLO ROCCHE;689389;CELLE;Città di Castello
VOCABOLO ROCCIA;689390;RONTI;Città di Castello
VOCABOLO ROGAIA;689393;TRESTINA;Città di Castello
VOCABOLO ROGNI;689898;VALLURBANA;Città di Castello
VOCABOLO ROMERIO;689397;SAN LEO BASTIA;Città di Castello
VOCABOLO RONCHI;689401;BARZOTTI;Città di Castello
VOCABOLO RONTI;689901;RONTI;Città di Castello
VOCABOLO ROSCETTI VECCHI;688894;CASTELVECCHIO;Città di Castello
VOCABOLO ROSI;689406;TRESTINA;Città di Castello
VOCABOLO ROVIGLIANO;689408;ASTUCCI;Città di Castello
VOCABOLO SABAUDIA;689409;SASSO;Città di Castello
VOCABOLO SALA;689859;BONSCIANO;Città di Castello
VOCABOLO SALA DI SOTTO;689855;BONSCIANO;Città di Castello
VOCABOLO SALAIOLO PRIMO;689067;SALAIOLO;Città di Castello
VOCABOLO SALCETO;689902;GHIRONZO;Città di Castello
VOCABOLO SALEBBIO DI SOTTO FONTECCHIO;689413;;Città di Castello
VOCABOLO SALEBBIO FONTECCHIO;689412;;Città di Castello
VOCABOLO SALVATORE;689415;VALDIPETRINA;Città di Castello
VOCABOLO SAN BENEDETTO;689419;BELVEDERE;Città di Castello
VOCABOLO SAN BIAGIO;689904;RIPOLE;Città di Castello
VOCABOLO SAN BIAGIO A COLLE;689655;;Città di Castello
VOCABOLO SAN CARLO;689422;SANTA LUCIA;Città di Castello
VOCABOLO SAN CARLO DI SOTTO;689423;SANTA LUCIA;Città di Castello
VOCABOLO SAN CRISTOFORO;689684;SAN LEO BASTIA;Città di Castello
VOCABOLO SAN CRISTOFORO DI SOPRA;689425;COLDIPOZZO;Città di Castello
VOCABOLO SAN CRISTOFORO DI SOTTO;689426;COLDIPOZZO;Città di Castello
VOCABOLO SAN DONATO MONTERUPERTO;690251;;Città di Castello
VOCABOLO SAN DONINO;689429;;Città di Castello
VOCABOLO SAN FELICE;689905;VALDIPETRINA;Città di Castello
VOCABOLO SAN GIOVANNI ALTO;689906;ZOCCOLANTI;Città di Castello
VOCABOLO SAN GIOVANNI BISACCHI;690151;;Città di Castello
VOCABOLO SAN GIOVANNI BONSCIANO;690152;;Città di Castello
VOCABOLO SAN GIOVANNI DI SOTTO;689434;ZOCCOLANTI;Città di Castello
VOCABOLO SAN GIOVANNI GARAVELLE;690153;;Città di Castello
VOCABOLO SAN GIOVANNI NAVALE;689436;GALLIANO;Città di Castello
VOCABOLO SAN GIOVANNI VIGNOLLE;690252;;Città di Castello
VOCABOLO SAN GIOVANNI ZOCCOLANTI;689433;;Città di Castello
VOCABOLO SAN LAZZARO;689439;SANTA LUCIA;Città di Castello
VOCABOLO SAN LEO;689440;SAN LEO BASTIA;Città di Castello
VOCABOLO SAN LORENZO BARZOTTI;690278;;Città di Castello
VOCABOLO SAN LORENZO BIBBIANA;689441;;Città di Castello
VOCABOLO SAN LORENZO LERCHI;690154;;Città di Castello
VOCABOLO SAN MAGNO;689442;REGNANO;Città di Castello
VOCABOLO SAN MAIANO;689443;;Città di Castello
VOCABOLO SAN MAIANO PRIMO;690316;SAN MAIANO;Città di Castello
VOCABOLO SAN MAIANO SECONDO;690317;SAN MAIANO;Città di Castello
VOCABOLO SAN MARTIN PERETO;689445;MUCCIGNANO;Città di Castello
VOCABOLO SAN MARTINO BONSCIANO;689446;;Città di Castello
VOCABOLO SAN MARTINO CANDEGGIO;690155;;Città di Castello
VOCABOLO SAN MARTINO GARAVELLE;690156;;Città di Castello
VOCABOLO SAN MARTINO NUVOLE;690157;;Città di Castello
VOCABOLO SAN PATERNIANO PRIMO;689448;SAN PATERNIANO;Città di Castello
VOCABOLO SAN PATERNIANO SECONDO;689911;SAN PATERNIANO;Città di Castello
VOCABOLO SAN PIETRO A MONTE;689450;;Città di Castello
VOCABOLO SAN PIETRO CELLE;689449;;Città di Castello
VOCABOLO SAN PIETRO MARCHIGLIANO;690253;;Città di Castello
VOCABOLO SAN POTENTE;689453;VALDIPETRINA;Città di Castello
VOCABOLO SAN ROCCHINO;689454;BELVEDERE;Città di Castello
VOCABOLO SAN ROCCO PRIMO;689068;BELVEDERE;Città di Castello
VOCABOLO SAN ROCCO SECONDO;689071;BELVEDERE;Città di Castello
VOCABOLO SAN SAVINO;689455;;Città di Castello
VOCABOLO SAN VENTURA;689456;VALDIPETRINA;Città di Castello
VOCABOLO SAN VINCENZO;689457;BONSCIANO;Città di Castello
VOCABOLO SAN VITO;689912;VALDIPETRINA;Città di Castello
VOCABOLO SAN VITTORINO;689458;;Città di Castello
VOCABOLO SAN ZENO A POGGIO;689459;;Città di Castello
VOCABOLO SANTA BARBARA CASTELVECCHIO;690158;;Città di Castello
VOCABOLO SANTA BARBARA COLDIPOZZO;689461;;Città di Castello
VOCABOLO SANTA CATERINA;689462;NUVOLE;Città di Castello
VOCABOLO SANTA CROCE;689464;BADIALI;Città di Castello
VOCABOLO SANTA FELICITA;689661;VALLURBANA;Città di Castello
VOCABOLO SANTA LUCIA;689466;RONTI;Città di Castello
VOCABOLO SANTA MARIA DI CANDIONE;689681;BARZOTTI;Città di Castello
VOCABOLO SANTA MARIA FUSCIANO;689468;VALDIPETRINA;Città di Castello
VOCABOLO SANTACCHIO;689471;RONTI;Città di Castello
VOCABOLO SANT'AGNESE;689472;MORRA;Città di Castello
VOCABOLO SANT'ANDREA CAIFIRENZE;690279;;Città di Castello
VOCABOLO SANT'ANDREA IN CORONA;690305;SCALOCCHIO;Città di Castello
VOCABOLO SANT'ANDREA SERIPOLE;690254;;Città di Castello
VOCABOLO SANT'ANNA;689477;RIOSECCO;Città di Castello
VOCABOLO SANT'ANNA CELLE;690159;;Città di Castello
VOCABOLO SANT'EGIDIO;689667;CERBARA;Città di Castello
VOCABOLO SANT'ILARIO;689484;;Città di Castello
VOCABOLO SANTINI;689485;CASTELVECCHIO;Città di Castello
VOCABOLO SANTO STEFANO DEL PIANO;689488;SANTO STEFANO DEL PIANO;Città di Castello
VOCABOLO SANTO ZINELLO;689765;CANDEGGIO;Città di Castello
VOCABOLO SANTO ZINO;689766;CANDEGGIO;Città di Castello
VOCABOLO SARNIANELLO;689755;CANDEGGIO;Città di Castello
VOCABOLO SARNIANO;689762;CANDEGGIO;Città di Castello
VOCABOLO SARTINO;689769;CANDEGGIO;Città di Castello
VOCABOLO SASSI;689913;CAIFIRENZE;Città di Castello
VOCABOLO SASSI GROSSI;689914;CAIFIRENZE;Città di Castello
VOCABOLO SASSO;689489;;Città di Castello
VOCABOLO SASSO BELVEDERE;689490;;Città di Castello
VOCABOLO SASSO PRIMO;689915;SASSO;Città di Castello
VOCABOLO SASTRICA;689801;COLLEVECCHIO;Città di Castello
VOCABOLO SAVIGNOLO;689491;ZOCCOLANTI;Città di Castello
VOCABOLO SCAGLIONE SERIPOLE;690255;;Città di Castello
VOCABOLO SCALCHINI;689909;SAN LORENZO BIBBIANA;Città di Castello
VOCABOLO SCALOCCHIO;689492;SCALOCCHIO;Città di Castello
VOCABOLO SCARZOLA;689493;LERCHI;Città di Castello
VOCABOLO SCARZOLA SECONDA;689918;LERCHI;Città di Castello
VOCABOLO SCATENA;689494;MONTESCA;Città di Castello
VOCABOLO SCATOLINO;689495;ASTUCCI;Città di Castello
VOCABOLO SCELTA;689919;MORRA;Città di Castello
VOCABOLO SCHINE;689496;SCHINE;Città di Castello
VOCABOLO SCOPETO;689498;VALLURBANA;Città di Castello
VOCABOLO SCOPETO SAN VITTORINO;690256;;Città di Castello
VOCABOLO SCUOLA;689499;;Città di Castello
VOCABOLO SCUOLA ANTIRATA;690163;;Città di Castello
VOCABOLO SCUOLA BADIA PETROIA;690164;;Città di Castello
VOCABOLO SCUOLA BARZOTTI;690165;;Città di Castello
VOCABOLO SCUOLA BONSCIANO;690172;;Città di Castello
VOCABOLO SCUOLA CANDEGGIO;690171;;Città di Castello
VOCABOLO SCUOLA FONTECCHIO;690160;;Città di Castello
VOCABOLO SCUOLA GALLIANO;690170;;Città di Castello
VOCABOLO SCUOLA PETRELLE;690166;;Città di Castello
VOCABOLO SCUOLA PIEVE DELLE ROSE;690161;;Città di Castello
VOCABOLO SCUOLA SAN MARTIN D'UPO';690167;;Città di Castello
VOCABOLO SCUOLA SAN PATERNIANO;690168;;Città di Castello
VOCABOLO SCUOLA SERIPOLE;690162;;Città di Castello
VOCABOLO SCUOLA VINGONE;690169;;Città di Castello
VOCABOLO SECCIANO SAN VITTORINO;690257;;Città di Castello
VOCABOLO SEGAPELI;689500;CORNETTO;Città di Castello
VOCABOLO SEGHERIA;689921;SAN SECONDO;Città di Castello
VOCABOLO SEGNARELLO;689501;LUGNANO;Città di Castello
VOCABOLO SEGNO;689922;LUGNANO;Città di Castello
VOCABOLO SELVA GROSSA;689923;CASTELVECCHIO;Città di Castello
VOCABOLO SERIPOLE;689504;;Città di Castello
VOCABOLO SERRA;689505;CANDEGGIO;Città di Castello
VOCABOLO SERRAVALLE;689506;PETRELLE;Città di Castello
VOCABOLO SERRONE;689507;TRESTINA;Città di Castello
VOCABOLO SFORCINA;689509;BONSCIANO;Città di Castello
VOCABOLO SILVELLE;689512;VINGONE;Città di Castello
VOCABOLO SILVELLE BASSA;689513;VINGONE;Città di Castello
VOCABOLO SILVELLE PRIMO;689069;VINGONE;Città di Castello
VOCABOLO SILVELLE SECONDO;689072;VINGONE;Città di Castello
VOCABOLO SILVELLE TERZO;689924;VINGONE;Città di Castello
VOCABOLO SOARINA;689515;BARZOTTI;Città di Castello
VOCABOLO SODI;689516;SAN PIETRO A MONTE;Città di Castello
VOCABOLO SOLANO;689925;CASTELVECCHIO;Città di Castello
VOCABOLO SOLFERINO PINO;689517;;Città di Castello
VOCABOLO SOMMIVILLA;689518;SCALOCCHIO;Città di Castello
VOCABOLO SORCI;689519;BADIALI;Città di Castello
VOCABOLO SPACCASASSI;689521;PROMANO;Città di Castello
VOCABOLO SPADA;689522;SANTA LUCIA;Città di Castello
VOCABOLO SPADINA;689523;SANTA LUCIA;Città di Castello
VOCABOLO SPAGLIONI;689524;BONSCIANO;Città di Castello
VOCABOLO SPAZZAVENTO PRIMO;689850;SAN PATERNIANO;Città di Castello
VOCABOLO SPAZZAVENTO SAN VITTORINO;689526;;Città di Castello
VOCABOLO SPAZZAVENTO SECONDO;689944;SAN PATERNIANO;Città di Castello
VOCABOLO SPELLESE;689527;BELVEDERE;Città di Castello
VOCABOLO SPERANZA;689101;MORRA;Città di Castello
VOCABOLO SPINABETO BOTINA;690258;;Città di Castello
VOCABOLO SPINALBELLO;689528;;Città di Castello
VOCABOLO SPINARA;689529;PIOSINA;Città di Castello
VOCABOLO SPOLETINO;690306;POPOLO;Città di Castello
VOCABOLO SPORGNANO ALTO;689679;BARZOTTI;Città di Castello
VOCABOLO SPORGNANO BASSO;689531;BARZOTTI;Città di Castello
VOCABOLO SPRECAMERENDA;689532;SALAIOLO;Città di Castello
