# Dataset: Stradario regione Umbria Sept 2025;;;
# Source: https://www.anncsu.gov.it/it/consultazione-dellarchivio/open-data/Accedi-ai-servizi-di-dowload-massivo-in-Open-data/;;;
name;ID;locality;municipality
VIA ROMA;494719;;Montecastrilli
VIA SALVATORE QUASIMODO;494722;;Montecastrilli
VIA SAN BARTOLOMEO;494724;CASTELTODINO;Montecastrilli
VIA SAN CALLISTO;494726;;Montecastrilli
VIA SAN CRISTOFORO;494727;COLLESECCO;Montecastrilli
VIA SAN GIUSEPPE;494733;CASTEL DELL'AQUILA;Montecastrilli
VIA SAN NICOLO';494737;;Montecastrilli
VIA SAN PANCRAZIO;494738;CASTEL DELL'AQUILA;Montecastrilli
VIA SAN SEBASTIANO;494740;QUADRELLI;Montecastrilli
VIA SANT'EGIDIO;494746;;Montecastrilli
VIA SANTISSIMA ANNUNZIATA;494748;CASTELTODINO;Montecastrilli
VIA SETTEVALLI;494753;QUADRELLI;Montecastrilli
VIA STRETTA;494757;COLLESECCO;Montecastrilli
VIA TENENTE FRANCO PETRUCCI;494758;;Montecastrilli
VIA TERNANA;494759;CASTELTODINO;Montecastrilli
VIA TERRE ARNOLFE;494761;;Montecastrilli
VIA TUDERTE;494768;CASTELTODINO;Montecastrilli
VIA UGO BASSI;494769;CASTELTODINO;Montecastrilli
VIA VALLE MOLINA;494778;CASTEL DELL'AQUILA;Montecastrilli
VIA VENTIQUATTRO MAGGIO;494787;QUADRELLI;Montecastrilli
VIA VOCABOLO CASANOVA;1338205;QUADRELLI;Montecastrilli
VIA ZAPPA;494788;FARNETTA;Montecastrilli
VIALE DELLA RESISTENZA;494616;;Montecastrilli
VIALE DELLA STAZIONE;494617;QUADRELLI;Montecastrilli
VIALE GIAN BATTISTA POLIDORI;494651;;Montecastrilli
VIALE GIUSEPPE GARIBALDI;494653;CASTEL DELL'AQUILA;Montecastrilli
VIALE GIUSEPPE VERDI;494656;;Montecastrilli
VIALE RIMEMBRANZA;494718;CASTELTODINO;Montecastrilli
VICO COSPANI;494601;;Montecastrilli
VICO DEGLI ATTI;494607;;Montecastrilli
VICO DELL'EDERA;494623;QUADRELLI;Montecastrilli
VICO DELL'OLIVO;494625;;Montecastrilli
VICO FRANCIA;494644;;Montecastrilli
VICO PALESTRO;494692;;Montecastrilli
VICO SCIPIONE;494750;;Montecastrilli
VICO SDRUCCIOLO;494819;QUADRELLI;Montecastrilli
VICOLO DANTE ALIGHIERI;494809;CASTELTODINO;Montecastrilli
VICOLO SAN GIACOMO;494730;CASTEL DELL'AQUILA;Montecastrilli
VICOLO SAN MARTINO;494736;;Montecastrilli
VOCABOLO ANNUCCIOLA;494532;;Montecastrilli
VOCABOLO ARCIDIACONO;494535;COLLESECCO;Montecastrilli
VOCABOLO BACIARELLO;494538;;Montecastrilli
VOCABOLO BASSANO;494542;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO BENEDETTONIO;494545;;Montecastrilli
VOCABOLO BIGATTIERA;494546;QUADRELLI;Montecastrilli
VOCABOLO BRECCHELLE;494548;;Montecastrilli
VOCABOLO CAMPILUPI;494550;FARNETTA;Montecastrilli
VOCABOLO CAMPO SPINO;494551;;Montecastrilli
VOCABOLO CANTO;494553;;Montecastrilli
VOCABOLO CANUTA;494808;;Montecastrilli
VOCABOLO CAPANNACCE;494554;FARNETTA;Montecastrilli
VOCABOLO CAPRARECCIA;494556;FARNETTA;Montecastrilli
VOCABOLO CARBONARE;494558;;Montecastrilli
VOCABOLO CASALEMONACHE;494561;QUADRELLI;Montecastrilli
VOCABOLO CASALETTO;494563;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO CASANUOVA;494810;COLLESECCO;Montecastrilli
VOCABOLO CASAPEGGIO;494565;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO CASARNESE;494566;;Montecastrilli
VOCABOLO CASARONCIO;494567;;Montecastrilli
VOCABOLO CASAROSI;494568;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO CASE BASSE;494569;COLLESECCO;Montecastrilli
VOCABOLO CASETTA;494571;;Montecastrilli
VOCABOLO CASETTE;494572;;Montecastrilli
VOCABOLO CASTAGNA;494573;COLLESECCO;Montecastrilli
VOCABOLO CASTELFRANCO;494574;;Montecastrilli
VOCABOLO CASTELLARE;494575;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO CASTELLINA;494576;CASTELTODINO;Montecastrilli
VOCABOLO CATTINEO;494577;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO CECCOTTA;494580;FARNETTA;Montecastrilli
VOCABOLO CEDOLONE;494581;FARNETTA;Montecastrilli
VOCABOLO CERIOLO;494582;;Montecastrilli
VOCABOLO CERQUELLE;494583;COLLESECCO;Montecastrilli
VOCABOLO CERRETO;494584;;Montecastrilli
VOCABOLO CESANA;494813;CASTELTODINO;Montecastrilli
VOCABOLO CESCATONE;494585;COLLESECCO;Montecastrilli
VOCABOLO CICILIANO;494586;;Montecastrilli
VOCABOLO CICULO;494587;FARNETTA;Montecastrilli
VOCABOLO COLFIORITO;494590;;Montecastrilli
VOCABOLO COLLACCANO;494815;FARNETTA;Montecastrilli
VOCABOLO COLLE;494591;;Montecastrilli
VOCABOLO COLLE LA NOCE;494593;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO COLLE LA RENA;494594;;Montecastrilli
VOCABOLO COLLEVECCHIO;494816;FARNETTA;Montecastrilli
VOCABOLO COLLI;494595;;Montecastrilli
VOCABOLO COLLICELLI;494596;QUADRELLI;Montecastrilli
VOCABOLO COLLITTO;494597;;Montecastrilli
VOCABOLO COMPAGNIA;494598;;Montecastrilli
VOCABOLO CORNICE;494599;;Montecastrilli
VOCABOLO CORONA;494600;;Montecastrilli
VOCABOLO COSTALEONE;494602;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO COSTE;494603;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO CUCCAGNA;494604;;Montecastrilli
VOCABOLO FABBRECOLE;494632;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO FARGNOLA;494633;CASTELTODINO;Montecastrilli
VOCABOLO FEMMINETTA;494807;;Montecastrilli
VOCABOLO FIANO;494634;;Montecastrilli
VOCABOLO FONTANACCIA;494636;;Montecastrilli
VOCABOLO FONTANELLE;494637;;Montecastrilli
VOCABOLO FORNACCHIA;494638;;Montecastrilli
VOCABOLO FORNACE;494639;;Montecastrilli
VOCABOLO FORNARE;494640;QUADRELLI;Montecastrilli
VOCABOLO FORTECESARE;494641;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO FOSSI;494642;FARNETTA;Montecastrilli
VOCABOLO FOSSO BIANCO;494643;;Montecastrilli
VOCABOLO GALEASSE;494647;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO LE CASE;494665;;Montecastrilli
VOCABOLO LICINI;494667;QUADRELLI;Montecastrilli
VOCABOLO LUCCA;494668;;Montecastrilli
VOCABOLO MACCHIAGRANDE;494669;QUADRELLI;Montecastrilli
VOCABOLO MACCHIARELLO;494670;CASTELTODINO;Montecastrilli
VOCABOLO MACCHIE;494671;;Montecastrilli
VOCABOLO MARUCCA;494672;QUADRELLI;Montecastrilli
VOCABOLO MASCHERINA;494673;;Montecastrilli
VOCABOLO MASTERIA;494674;QUADRELLI;Montecastrilli
VOCABOLO MATARNESE;494675;;Montecastrilli
VOCABOLO MEROLFO;494676;;Montecastrilli
VOCABOLO MESCIANO;494677;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO MOLINACCIO;494683;QUADRELLI;Montecastrilli
VOCABOLO MONTEBELLO;494679;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO MORISE;494680;QUADRELLI;Montecastrilli
VOCABOLO MORRA BIANCA;494681;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO MUCIGNANO;494682;QUADRELLI;Montecastrilli
VOCABOLO NOCETO;494687;;Montecastrilli
VOCABOLO ORGHE;494689;;Montecastrilli
VOCABOLO PALLOCCO;494693;COLLESECCO;Montecastrilli
VOCABOLO PALLONE;494694;FARNETTA;Montecastrilli
VOCABOLO PALOMBARA;494695;FARNETTA;Montecastrilli
VOCABOLO PALOMBARO;494696;;Montecastrilli
VOCABOLO PANTALEONE;494697;;Montecastrilli
VOCABOLO PANTANE;494794;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO PANTANELLO;494698;COLLESECCO;Montecastrilli
VOCABOLO PARAGNANO;494701;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO PARAGNANO BASSO;494818;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO PEROCOLI;494702;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO PISCIARELLO;494704;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO POGGETTA;494706;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO POGGETTE ALTE;494707;;Montecastrilli
VOCABOLO POGGETTE BASSE;494708;;Montecastrilli
VOCABOLO POGGI;494709;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO POGGIO;494710;FARNETTA;Montecastrilli
VOCABOLO PONTE GRANDE;494802;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO PONTERAGGI;494712;COLLESECCO;Montecastrilli
VOCABOLO PORCARECCIA;494713;QUADRELLI;Montecastrilli
VOCABOLO PORNIANO;494714;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO PORTOSALLO;494806;;Montecastrilli
VOCABOLO POSINA;494715;CASTELTODINO;Montecastrilli
VOCABOLO POZZO;494716;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO RENAIOLO;494717;;Montecastrilli
VOCABOLO RONZATTI;494720;CASTELTODINO;Montecastrilli
VOCABOLO SACRAMENTO;494721;;Montecastrilli
VOCABOLO SAN BARTOLOMEO;494723;CASTELTODINO;Montecastrilli
VOCABOLO SAN BIAGIO;494725;CASTELTODINO;Montecastrilli
VOCABOLO SAN CRISTOFORO;494728;COLLESECCO;Montecastrilli
VOCABOLO SAN GIOVANNI;494731;;Montecastrilli
VOCABOLO SAN GIUSEPPE;494798;;Montecastrilli
VOCABOLO SAN LORENZO;494734;;Montecastrilli
VOCABOLO SAN MARTINO;494735;;Montecastrilli
VOCABOLO SAN VITTORE;494741;;Montecastrilli
VOCABOLO SANTA FERMINA;494743;;Montecastrilli
VOCABOLO SANTOMANNO;494749;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO SCUOLA;494751;;Montecastrilli
VOCABOLO SENSONA;494752;;Montecastrilli
VOCABOLO SPREGHETTA;494754;;Montecastrilli
VOCABOLO STAINO;494755;QUADRELLI;Montecastrilli
VOCABOLO TERRAPIENO;494760;CASTELTODINO;Montecastrilli
VOCABOLO TORRE ALTA;494762;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO TORRE BASSA;494763;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO TORRE DI PICCHIO;494764;;Montecastrilli
VOCABOLO TORRICELLA;494765;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO TRONO;494767;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO VACCANO;494771;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO VALLE;494773;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO VALLE DEL PESCE;494774;;Montecastrilli
VOCABOLO VALLE FOSCA;494775;CASTELTODINO;Montecastrilli
VOCABOLO VALLE FOSCHI;494776;CASTELTODINO;Montecastrilli
VOCABOLO VALLE FRATTA;494777;;Montecastrilli
VOCABOLO VALLELUNGA;494779;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO VALLICCIANO;494780;CASTEL DELL'AQUILA;Montecastrilli
VOCABOLO VILLA BIANCA;494781;COLLESECCO;Montecastrilli
VOCABOLO VILLA BIANCHINI;494782;;Montecastrilli
VOCABOLO VILLA GIOVANNA;494783;;Montecastrilli
VOCABOLO VILLA LUISA;494784;;Montecastrilli
VOCABOLO VOLTAVERNO;494803;QUADRELLI;Montecastrilli
VOCABOLO ZEPALE;494789;;Montecastrilli
LARGO DELLE MURA CASTELLANE;924452;;Montecchio
LARGO GIUSEPPE GARIBALDI;924416;;Montecchio
LARGO MODESTO SCIANCA;924295;;Montecchio
LARGO PORTA DELL'AQUILA;924308;;Montecchio
LARGO SAN ROCCO;924323;;Montecchio
PIAZZA CAMPO DELLA FIERA;924238;;Montecchio
PIAZZA DEGLI ALVI;924368;;Montecchio
PIAZZA DEI CARABINIERI;924229;MELEZZOLE;Montecchio
PIAZZA DEL TIGLIO;924435;;Montecchio
PIAZZA DELLA CONCORDIA;924273;;Montecchio
PIAZZA DELLA PORTA NOVA;924309;;Montecchio
PIAZZA EUROPA;924284;;Montecchio
PIAZZA GIUSEPPE GARIBALDI;924290;;Montecchio
PIAZZA VITTORIO EMANUELE SECONDO;924340;;Montecchio
VIA ALESSANDRO DEGLI ATTI;924257;;Montecchio
VIA AMERINA;924437;;Montecchio
VIA AMERINA TENAGLIE;924352;;Montecchio
VIA ANCAJANI;924353;;Montecchio
VIA ATANASIO BASTIANELLI;924230;;Montecchio
VIA AUFIDIA;924231;;Montecchio
VIA AUGUSTO CIUFFELLI;924232;;Montecchio
VIA BELVEDERE;924458;;Montecchio
VIA BENEDETTINA;924235;;Montecchio
VIA CAGNANO;924237;;Montecchio
VIA CAMPO GRETTO;924354;;Montecchio
VIA CASA DEL MORO;924439;;Montecchio
VIA CASACCETTA;924241;;Montecchio
VIA CASE BASSE;924472;;Montecchio
VIA CASE NUOVE;924355;;Montecchio
VIA CASE PAGLIACCI;924240;;Montecchio
VIA CASE PINOLI;924356;;Montecchio
VIA CASE PLACIDE;924242;;Montecchio
VIA CASE VARASI;924243;;Montecchio
VIA CASEANNE;924244;;Montecchio
VIA CASELLE;924245;;Montecchio
VIA CASERLENA;924362;;Montecchio
VIA CASERTI;924445;;Montecchio
VIA CASTELLANIA;924363;;Montecchio
VIA CAVOUR;924247;;Montecchio
VIA CERRI DELLA MADONNA;924364;;Montecchio
VIA CESARE BATTISTI;924249;;Montecchio
VIA CIGLIANO;924250;;Montecchio
VIA CIRCONVALLAZIONE;924251;;Montecchio
VIA CORDIGLIANO;924253;;Montecchio
VIA CROCE DI SERRA;924254;;Montecchio
VIA CRUCIS;924255;;Montecchio
VIA CUNICCHI;924256;;Montecchio
VIA DEGLI ABETI;924365;;Montecchio
VIA DEGLI ACERI;924366;;Montecchio
VIA DEGLI ALLORI;924367;;Montecchio
VIA DEGLI OLIVI;924369;;Montecchio
VIA DEGLI ONTANI;924370;;Montecchio
VIA DEGLI SCALONI;924258;;Montecchio
VIA DEGLI STAZZI;924259;;Montecchio
VIA DEI BOTTACCI;924371;;Montecchio
VIA DEI CASTAGNI;924372;;Montecchio
VIA DEI CAVONI;924373;;Montecchio
VIA DEI CILIEGI;924459;;Montecchio
VIA DEI FOCAIOLI;924474;;Montecchio
VIA DEI FORCHI;924374;;Montecchio
VIA DEI FORMI;924286;;Montecchio
VIA DEI GELSOMINI;924375;;Montecchio
VIA DEI GIGLI;924376;;Montecchio
VIA DEI GINEPRI;924377;;Montecchio
VIA DEI LECCI;924440;;Montecchio
VIA DEI MANDORLI;924378;;Montecchio
VIA DEI PESCHI;924351;;Montecchio
VIA DEI PINI;924379;;Montecchio
VIA DEI PIOPPI;924455;;Montecchio
VIA DEI POGGI;924345;;Montecchio
VIA DEI SERPENTI;924260;;Montecchio
VIA DEI SERRAGLI;924482;;Montecchio
VIA DEI TERMINI;924380;;Montecchio
VIA DEI TRE CERCHI;924381;;Montecchio
VIA DEI TRE SASSI;924470;;Montecchio
VIA DEI VALLONI;924433;;Montecchio
VIA DEL BARRACANO;924261;;Montecchio
VIA DEL BIANCOSPINO;924382;;Montecchio
VIA DEL BORGO;924383;;Montecchio
VIA DEL BUCAIONE;924444;;Montecchio
VIA DEL CAPANNONE;924471;;Montecchio
VIA DEL CASERMONE;924384;;Montecchio
VIA DEL CASSERO;924385;;Montecchio
VIA DEL CASTELLO;924262;;Montecchio
VIA DEL CENTRO;924263;;Montecchio
VIA DEL CERQUETO;924248;;Montecchio
VIA DEL CERRETINO;924346;;Montecchio
VIA DEL COLLE;924252;;Montecchio
VIA DEL CORVETTONE;924358;;Montecchio
VIA DEL FOSSATELLO;924386;;Montecchio
VIA DEL FOSSO CADUTO;924387;;Montecchio
VIA DEL FOSSO GRANDE;924476;;Montecchio
VIA DEL GIOCO;924264;;Montecchio
VIA DEL MOLINELLO;924296;;Montecchio
VIA DEL MONASTERO;924266;;Montecchio
VIA DEL MORICOGNOLO;924388;;Montecchio
VIA DEL PALAZZONE;924465;;Montecchio
VIA DEL PALOMBARO;924389;;Montecchio
VIA DEL PIANO;924454;;Montecchio
VIA DEL PIAZZONE;924348;;Montecchio
VIA DEL POGGIO;924267;;Montecchio
VIA DEL POGGIOLO;924307;;Montecchio
VIA DEL POLVERINO;924268;;Montecchio
VIA DEL PORNELLO;924390;;Montecchio
VIA DEL PORRICCIO;924344;;Montecchio
VIA DEL POZZOLO;924391;;Montecchio
VIA DEL PRANZUTO;924312;;Montecchio
VIA DEL PRANZUTO TENAGLIE;924484;;Montecchio
VIA DEL RIO;924392;;Montecchio
VIA DEL ROTELLO;924347;;Montecchio
VIA DEL SASSO GROSSO;924331;;Montecchio
VIA DEL TEATRO;924269;;Montecchio
VIA DEL TEATRO VECCHIO;924336;;Montecchio
VIA DEL TINOZZO;924483;;Montecchio
VIA DELLA BANDITA;924234;;Montecchio
VIA DELLA CASERMA;924270;;Montecchio
VIA DELLA CASETTA;924394;;Montecchio
VIA DELLA CASTAGNETA;924473;;Montecchio
VIA DELLA CECCA;924395;;Montecchio
VIA DELLA CHIESA;924272;;Montecchio
VIA DELLA CONSERVA;924446;;Montecchio
VIA DELLA COSTA;924396;;Montecchio
VIA DELLA FATTORIA;924397;;Montecchio
VIA DELLA FONTANA;924398;;Montecchio
VIA DELLA FONTE;924274;;Montecchio
VIA DELLA FORESTA;924475;;Montecchio
VIA DELLA FORNACE;924449;;Montecchio
VIA DELLA FRATTA;924288;;Montecchio
VIA DELLA LUNGARA;924275;;Montecchio
VIA DELLA MACEA;924399;;Montecchio
VIA DELLA MADONNA;924276;;Montecchio
VIA DELLA NECROPOLI;924453;;Montecchio
VIA DELLA PALOMBARA;924400;;Montecchio
VIA DELLA PASSATORA;924477;;Montecchio
VIA DELLA PIEVE;924282;;Montecchio
VIA DELLA PORTA NOVA;924277;;Montecchio
VIA DELLA SELCIATA;924278;;Montecchio
VIA DELLA SELVA;924401;;Montecchio
VIA DELLA TINA;924402;;Montecchio
VIA DELLA TORRE;924343;;Montecchio
VIA DELLA TORRE ERRIGHI;924357;;Montecchio
VIA DELLA VALLE;924403;;Montecchio
VIA DELLA VARIANTE;924404;;Montecchio
VIA DELLA VENARIA;924405;;Montecchio
VIA DELLA VENTURINA;924406;;Montecchio
VIA DELLA VIGNA;924457;;Montecchio
VIA DELLA VITE;924407;;Montecchio
VIA DELL'ARCO;924279;;Montecchio
VIA DELLE CASETTE;924246;;Montecchio
VIA DELLE COLONIE;924461;;Montecchio
VIA DELLE GINESTRELLE;924417;;Montecchio
VIA DELLE MARGHERITE;924462;;Montecchio
VIA DELLE MIMOSE;924408;;Montecchio
VIA DELLE MURA CASTELLANE;924280;;Montecchio
VIA DELLE MURELLE;924281;;Montecchio
VIA DELLE ORCHIDEE;924464;;Montecchio
VIA DELLE PIANE;924466;;Montecchio
VIA DELLE PRIMULE;924409;;Montecchio
VIA DELLE QUERCE;924410;;Montecchio
VIA DELLE RIPE;924411;;Montecchio
VIA DELLE ROSE;924434;;Montecchio
VIA DELLE ROTE;924467;;Montecchio
VIA DELLE ROVERELLE;924412;;Montecchio
VIA DELLE SCALETTE;924456;;Montecchio
VIA DERETOLE;924447;;Montecchio
VIA DI CARNANO;924239;;Montecchio
VIA DI MASSA PETRORO;924450;;Montecchio
VIA DI MEZZO;924283;;Montecchio
VIA ELCE BELLO;924414;;Montecchio
VIA FONNO DEL GROTTONE;924265;;Montecchio
VIA FONNO DEL SEGATORE;924415;;Montecchio
VIA FONNO DELLE QUAGLIE;924448;;Montecchio
VIA FONTANA SAN PIETRO;924285;;Montecchio
VIA FRANCILLI;924287;;Montecchio
VIA FRATTECCHI;924289;;Montecchio
VIA GIUSEPPE MAZZINI;924291;;Montecchio
VIA GRAZIANO;924418;;Montecchio
VIA GUAGNOLO;924419;;Montecchio
VIA GUELFA;924292;;Montecchio
VIA GUERRA;924442;;Montecchio
VIA MADONNA DEL MEDICO;924420;;Montecchio
VIA MADONNA DEL PIANO;924421;;Montecchio
VIA MARRITE;1261440;;Montecchio
VIA MASSARI;924294;;Montecchio
VIA MONTE ALSICCI;924297;;Montecchio
VIA MONTE CITERNELLA;924298;;Montecchio
VIA MONTE LE PURE;924422;;Montecchio
VIA MONTE TEGOLARO;924299;;Montecchio
VIA MONTICELLI;924463;;Montecchio
VIA MONTORSO;924451;;Montecchio
VIA ORTO CUPO;924300;;Montecchio
VIA PAGLIERICCI;924301;;Montecchio
VIA PANOLFO;924423;;Montecchio
VIA PANTANO;924359;;Montecchio
VIA PESANO;924302;;Montecchio
VIA PETRORO;924303;;Montecchio
VIA PIAN DELL'ARA;924304;;Montecchio
VIA PIAN DI VAGLI;924478;;Montecchio
VIA PIANENARO;924413;;Montecchio
VIA PIANO DELLA SELVA;924438;;Montecchio
VIA PIANO POSI;924305;;Montecchio
VIA PILLI;924306;;Montecchio
VIA POSTA DEL PRETE;924479;;Montecchio
VIA POZZITELLI;924310;;Montecchio
VIA POZZO DEL RANCIO;924441;;Montecchio
VIA POZZOCIOLINO;924311;;Montecchio
VIA PRATO GIARDINO;924313;;Montecchio
VIA PRINCIPE DI PIEMONTE;924314;;Montecchio
VIA QUATTRO NOVEMBRE;924293;;Montecchio
VIA RIPARELLE;924443;;Montecchio
VIA ROIANO;924315;;Montecchio
VIA ROTONDA;924317;;Montecchio
VIA SAN BARTOLOMEO;924318;;Montecchio
VIA SAN BIAGIO;924319;;Montecchio
VIA SAN GIOVANNI;924468;;Montecchio
VIA SAN GIOVANNI BATTISTA;924320;;Montecchio
VIA SAN GIUSEPPE;924349;;Montecchio
VIA SAN LORENZO;924321;;Montecchio
VIA SAN MARTINO;924322;;Montecchio
VIA SAN ROCCO;924324;;Montecchio
VIA SAN SAVINO;924325;;Montecchio
VIA SAN VITALE;924481;;Montecchio
VIA SANTA BARBARA;924480;;Montecchio
VIA SANTA FERMINIA;924326;;Montecchio
VIA SANTA LUCIA;924469;;Montecchio
VIA SANTA RESTITUTA;924327;;Montecchio
VIA SANT'ANGELO;924328;;Montecchio
VIA SANT'ANTONIO;924329;;Montecchio
VIA SARLOCCIO;924330;;Montecchio
VIA SCHIASCIARELLE;924332;;Montecchio
VIA SEBASTIANO FERDINANDI;924333;;Montecchio
VIA SELVARELLA;924334;;Montecchio
VIA STREPPETA;924361;;Montecchio
VIA STREPPETO;924436;;Montecchio
VIA TEVERINA;924337;;Montecchio
VIA TEVERINA TENAGLIE;924424;;Montecchio
VIA VALLE ALTA;924425;;Montecchio
VIA VALLE CERRETA;924426;;Montecchio
VIA VALLE DELL'ORO;924427;;Montecchio
VIA VALLEPEPE;924428;;Montecchio
VIA VALSARANA;924429;;Montecchio
VIA VENTIQUATTRO MAGGIO;924342;;Montecchio
VIA VENTUNO APRILE;924341;;Montecchio
VIA VERTONE;924430;;Montecchio
VIA VIGNARELLE;924339;;Montecchio
VIA VOLARA;924431;;Montecchio
VIA VOLTINIA;924432;;Montecchio
VIALE DEI CIPRESSI;924460;;Montecchio
VIALE DEI ROMITI;924316;;Montecchio
VIALE SELCIATA;924360;;Montecchio
VIALE TODI;924338;;Montecchio
VICOLO BACIAFEMMINE;924233;;Montecchio
VICOLO BRUTTO;924236;;Montecchio
VICOLO CAVOUR;924350;;Montecchio
VICOLO DELLA CHIESA;924271;;Montecchio
VICOLO DELL'ARCHETTO;924393;;Montecchio
VICOLO STRETTO;924335;;Montecchio
BORGO GIUSEPPE GARIBALDI;725645;;Montefalco
CASE SPARSE CAMIANO;725564;;Montefalco
CASE SPARSE COLLE SAN CLEMENTE;725589;;Montefalco
CASE SPARSE COLLE SAN CLEMENTE CENTRO;725748;;Montefalco
CASE SPARSE CORTIGNANO TURRITA;725749;;Montefalco
CASE SPARSE MADONNA DELLA STELLA;725662;FRATTA;Montefalco
CASE SPARSE PIETRAUTA;725674;PIETRAUTA;Montefalco
CASE SPARSE SAN MARCO;725695;PIETRAUTA;Montefalco
CORSO GOFFREDO MAMELI;725648;;Montefalco
LARGO BRUNO BUOZZI;725563;;Montefalco
LARGO CAMPO VACCINO;725567;;Montefalco
LARGO DELLA CASTELLINA;725606;;Montefalco
LARGO DELLE CONSERVE;725612;;Montefalco
LARGO SAN BARTOLOMEO;725690;;Montefalco
LARGO SANT'AGOSTINO;725701;;Montefalco
LARGO SESTO PROPERZIO;725706;;Montefalco
LARGO TEMPESTIVI;725708;;Montefalco
LOCALITA' ALZATURA;725550;FRATTA;Montefalco
LOCALITA' ARGENTELLA;725554;FRATTA;Montefalco
LOCALITA' ATTONE;725556;CERRETE;Montefalco
LOCALITA' BELVEDERE;725557;MONTEPENNINO;Montefalco
LOCALITA' BOLZELLA;725559;FABBRI;Montefalco
LOCALITA' BORGHETTO;725560;FRATTA;Montefalco
LOCALITA' BOSCHETTO MONTEPENNINO;725561;MONTEPENNINO;Montefalco
LOCALITA' BOSCHETTO TURRITA;725728;TURRITA;Montefalco
LOCALITA' BOTINE;725562;MONTEPENNINO;Montefalco
LOCALITA' CAMIANO AGELLI;725547;;Montefalco
LOCALITA' CAMIANO COLLE;725743;;Montefalco
LOCALITA' CAMIANO COLVERANO;725591;;Montefalco
LOCALITA' CAMIANO GRANDE;725565;;Montefalco
LOCALITA' CAMIANO PICCOLO;725566;;Montefalco
LOCALITA' CAMPOLETAME;725568;MONTEPENNINO;Montefalco
LOCALITA' CANTINONE;725569;CASALE;Montefalco
LOCALITA' CAPANNELLE;725570;CASALE;Montefalco
LOCALITA' CAPANNONE CAMIANO;725571;;Montefalco
LOCALITA' CASAL DON MARIO;725572;;Montefalco
LOCALITA' CASALACCI;725573;CASALE;Montefalco
LOCALITA' CASALE;725574;CASALE;Montefalco
LOCALITA' CASALE RIALTO;725575;CASALE;Montefalco
LOCALITA' CASELLA;725577;MONTEPENNINO;Montefalco
LOCALITA' CASETTE;725578;FRATTA;Montefalco
LOCALITA' CASSERO;725579;TURRITA;Montefalco
LOCALITA' CAVOLATA;725581;CASALE;Montefalco
LOCALITA' CECAPECORE;725583;CASALE;Montefalco
LOCALITA' CERRETE;725584;CERRETE;Montefalco
LOCALITA' CERRETE CENTRO;725585;CERRETE;Montefalco
LOCALITA' CERRETE LE ROCCHETTE;725616;;Montefalco
LOCALITA' COCOGNO;725586;FABBRI;Montefalco
LOCALITA' COLLE ARFUSO;725588;TURRITA;Montefalco
LOCALITA' COLLE CASALE;725735;CASALE;Montefalco
LOCALITA' COLLE FABBRI;725587;FABBRI;Montefalco
LOCALITA' COLLE SAN SABINO;725590;FRATTA;Montefalco
LOCALITA' CONCA;725592;CASALE;Montefalco
LOCALITA' CORTIGNANO CENTRO;725593;TURRITA;Montefalco
LOCALITA' CORTIGNANO MACCHIE;725729;TURRITA;Montefalco
LOCALITA' FONTE AZZINA;725631;MONTEPENNINO;Montefalco
LOCALITA' FONTE COLONNATA;725625;MONTEPENNINO;Montefalco
LOCALITA' FONTE CORE;725626;FABBRI;Montefalco
LOCALITA' FONTE D'ORO;725627;FRATTA;Montefalco
LOCALITA' FONTE NUOVA TURRITA;725628;TURRITA;Montefalco
LOCALITA' FONTEROSA;725632;CASALE;Montefalco
LOCALITA' FORNACE FRATTA;725633;FRATTA;Montefalco
